Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP01101,HR,46,25025,1,59.5,65,No
EMP01102,IT,54,42705,9,30.2,40,No
EMP01103,Marketing,41,27844,8,57.6,74,No
EMP01104,Sales,57,146362,18,34.6,56,No
EMP01105,Marketing,43,45461,4,37.9,58,No
EMP01106,Marketing,36,55539,8,54.3,57,No
EMP01107,Finance,46,99588,6,52.0,72,No
EMP01108,Operations,51,47662,15,54.8,91,Yes
EMP01109,HR,57,132415,3,47.9,47,No
EMP01110,Support,57,75010,2,53.4,71,No
EMP01111,HR,42,70603,13,42.5,80,Yes
EMP01112,HR,35,122999,20,55.5,100,Yes
EMP01113,Marketing,45,32094,9,45.7,58,No
EMP01114,IT,57,44605,10,45.1,57,No
EMP01115,Marketing,24,113294,12,59.1,92,Yes
EMP01116,Support,57,91155,2,36.7,34,No
EMP01117,Marketing,46,44400,4,40.1,48,No
EMP01118,Marketing,24,96847,12,37.9,58,No
EMP01119,Marketing,48,126426,4,52.9,60,No
EMP01120,Marketing,33,88944,12,49.6,64,No
EMP01121,Finance,60,121425,16,37.4,56,No
EMP01122,Sales,48,67390,18,32.7,74,No
EMP01123,Marketing,48,72876,11,35.7,53,No
EMP01124,Marketing,22,125883,9,35.1,49,No
EMP01125,Support,49,106681,4,43.2,65,No
EMP01126,Support,35,51173,11,34.7,64,No
EMP01127,IT,26,39728,1,37.3,43,No
EMP01128,Finance,39,26800,10,50.8,58,No
EMP01129,Marketing,49,86759,0,40.0,48,No
EMP01130,Marketing,34,51712,17,45.7,72,No
EMP01131,HR,51,106663,4,50.9,64,No
EMP01132,HR,45,101415,16,31.3,53,No
EMP01133,Operations,39,51305,19,38.1,75,Yes
EMP01134,Support,21,33729,12,49.8,79,Yes
EMP01135,Operations,44,138283,3,30.6,48,No
EMP01136,HR,45,55299,12,45.3,76,Yes
EMP01137,IT,41,88525,19,45.9,73,No
EMP01138,HR,53,85029,17,57.8,76,Yes
EMP01139,Sales,36,145883,16,39.1,71,No
EMP01140,Operations,31,27408,11,50.5,68,No
EMP01141,Operations,40,55959,16,38.3,56,No
EMP01142,HR,37,140169,12,56.7,91,Yes
EMP01143,Sales,56,149402,8,36.8,47,No
EMP01144,Marketing,29,36507,12,45.6,75,Yes
EMP01145,Finance,35,79700,7,47.2,59,No
EMP01146,Operations,59,68160,14,46.3,65,No
EMP01147,Support,29,101156,17,50.5,75,Yes
EMP01148,Support,29,65501,16,57.3,87,Yes
EMP01149,HR,30,111013,18,57.5,88,Yes
EMP01150,IT,56,94856,3,35.5,52,No
EMP01151,Sales,22,125327,10,56.4,74,No
EMP01152,IT,40,83065,20,58.0,91,Yes
EMP01153,Marketing,33,38994,4,35.5,52,No
EMP01154,Marketing,60,59978,19,47.0,77,Yes
EMP01155,Support,35,55266,0,40.8,47,No
EMP01156,Operations,51,42575,16,55.4,87,Yes
EMP01157,IT,44,49114,12,44.7,57,No
EMP01158,Finance,33,54658,1,42.3,29,No
EMP01159,IT,47,54170,6,52.7,51,No
EMP01160,Support,49,138656,19,44.7,77,Yes
EMP01161,HR,50,141337,7,42.8,65,No
EMP01162,Marketing,59,121381,12,51.6,72,No
EMP01163,Operations,57,102831,17,45.8,92,Yes
EMP01164,HR,23,93242,3,43.5,60,No
EMP01165,HR,36,92987,17,41.9,83,Yes
EMP01166,HR,56,75777,16,53.0,100,Yes
EMP01167,Support,33,63165,14,41.9,63,No
EMP01168,HR,39,85469,5,42.7,56,No
EMP01169,Sales,54,143446,4,43.9,56,No
EMP01170,Marketing,26,119718,16,33.4,74,No
EMP01171,HR,55,42734,12,42.4,65,No
EMP01172,IT,32,84464,18,56.9,100,Yes
EMP01173,Operations,50,36820,8,39.7,60,No
EMP01174,Sales,31,119158,3,32.7,45,No
EMP01175,Support,44,36181,16,51.2,91,Yes
EMP01176,HR,53,105225,5,41.4,48,No
EMP01177,Support,31,144570,10,47.0,73,No
EMP01178,HR,30,46249,4,35.4,50,No
EMP01179,Sales,47,65378,9,51.9,84,Yes
EMP01180,IT,39,107110,5,33.5,32,No
EMP01181,Support,21,106600,8,30.4,46,No
EMP01182,IT,52,96237,0,48.2,48,No
EMP01183,HR,34,102183,15,43.6,72,No
EMP01184,Finance,59,103656,0,37.3,39,No
EMP01185,HR,60,107396,17,54.6,79,Yes
EMP01186,IT,32,44432,1,49.6,37,No
EMP01187,Finance,23,112424,18,55.1,85,Yes
EMP01188,IT,26,31426,3,42.5,38,No
EMP01189,IT,39,105096,19,47.2,87,Yes
EMP01190,HR,50,123216,18,40.8,62,No
EMP01191,HR,40,67312,11,56.9,89,Yes
EMP01192,IT,48,135534,17,31.9,65,No
EMP01193,Marketing,28,116045,8,39.9,53,No
EMP01194,Marketing,34,116203,6,48.4,48,No
EMP01195,Support,54,36491,15,51.7,85,Yes
EMP01196,Marketing,39,80974,19,55.4,86,Yes
EMP01197,Marketing,57,106689,11,57.8,83,Yes
EMP01198,IT,52,93118,20,44.9,94,Yes
EMP01199,HR,60,55503,9,59.4,62,No
EMP01200,Support,22,85933,20,53.9,100,Yes
EMP01201,HR,34,129800,19,60.0,96,Yes
EMP01202,HR,42,70829,17,54.2,79,Yes
EMP01203,Finance,33,115441,9,37.6,42,No
EMP01204,HR,40,91412,17,39.7,58,No
EMP01205,HR,42,69742,12,51.7,79,Yes
EMP01206,Operations,32,50430,10,55.0,89,Yes
EMP01207,IT,51,145083,15,53.9,88,Yes
EMP01208,Marketing,51,45366,20,43.8,95,Yes
EMP01209,Support,42,85616,13,57.8,69,No
EMP01210,Marketing,54,64235,18,51.7,82,Yes
EMP01211,Support,55,27453,6,47.3,54,No
EMP01212,Finance,43,33678,4,38.4,31,No
EMP01213,Marketing,45,107118,17,55.3,92,Yes
EMP01214,Support,45,49560,19,33.5,81,Yes
EMP01215,Sales,40,117440,10,51.3,64,No
EMP01216,Finance,26,90149,7,41.1,66,No
EMP01217,Support,34,93825,9,35.3,49,No
EMP01218,Marketing,23,126946,6,57.4,68,No
EMP01219,IT,22,129729,15,57.1,76,Yes
EMP01220,Finance,42,146062,15,52.0,83,Yes
EMP01221,Marketing,41,43781,3,54.7,75,No
EMP01222,Support,29,51894,1,43.8,52,No
EMP01223,Operations,54,40182,0,39.3,25,No
EMP01224,HR,59,139278,2,40.0,57,No
EMP01225,Finance,27,93233,9,30.7,57,No
EMP01226,Marketing,34,67058,6,35.8,40,No
EMP01227,IT,41,126290,14,50.1,71,No
EMP01228,Marketing,31,60866,3,30.5,40,No
EMP01229,Finance,53,38418,6,46.3,60,No
EMP01230,HR,38,43554,9,47.2,55,No
EMP01231,IT,40,105381,10,46.2,52,No
EMP01232,HR,22,86700,1,33.2,21,No
EMP01233,Marketing,48,76369,5,51.1,74,No
EMP01234,IT,49,105781,11,39.4,72,No
EMP01235,Support,55,35295,14,47.0,62,No
EMP01236,Operations,50,37748,14,39.3,72,No
EMP01237,Support,50,86675,7,58.4,61,No
EMP01238,Operations,60,58823,11,41.8,70,No
EMP01239,HR,42,128386,10,43.6,48,No
EMP01240,IT,51,39796,11,44.4,78,Yes
EMP01241,Marketing,39,125655,11,48.1,59,No
EMP01242,HR,27,78174,3,39.8,50,No
EMP01243,IT,40,94828,14,42.0,68,No
EMP01244,Sales,60,56941,17,34.8,68,No
EMP01245,Sales,25,69658,6,54.4,69,No
EMP01246,IT,48,99345,10,46.3,58,No
EMP01247,Marketing,25,121910,18,55.1,79,Yes
EMP01248,Sales,59,85674,10,46.7,77,Yes
EMP01249,Operations,32,65374,12,32.1,44,No
EMP01250,Operations,59,126101,12,39.8,68,No
EMP01251,Marketing,24,36866,6,54.5,79,No
EMP01252,Marketing,21,124231,4,49.8,56,No
EMP01253,IT,39,76115,19,47.3,76,Yes
EMP01254,Finance,41,64286,18,53.8,95,Yes
EMP01255,HR,48,119082,11,59.7,84,Yes
EMP01256,Finance,60,91902,12,55.4,91,Yes
EMP01257,Operations,24,73394,17,59.0,78,Yes
EMP01258,Support,56,132577,11,33.3,49,No
EMP01259,Operations,22,55833,13,51.1,74,No
EMP01260,Marketing,41,118293,12,42.2,64,No
EMP01261,Marketing,34,111833,5,44.2,45,No
EMP01262,Finance,45,135536,11,55.2,66,No
EMP01263,IT,29,42600,0,32.2,17,No
EMP01264,HR,52,111235,13,59.2,74,No
EMP01265,Support,29,109180,13,55.8,94,Yes
EMP01266,Marketing,59,146937,13,48.7,73,No
EMP01267,IT,48,97358,14,41.5,61,No
EMP01268,Operations,48,104242,0,47.3,59,No
EMP01269,Marketing,36,118340,16,38.1,84,Yes
EMP01270,Sales,57,73099,1,59.3,64,No
EMP01271,HR,44,39832,18,44.4,87,Yes
EMP01272,Support,30,120706,16,59.5,100,Yes
EMP01273,Marketing,38,85940,16,32.3,77,Yes
EMP01274,Operations,26,57142,15,48.9,84,Yes
EMP01275,Finance,25,114662,20,46.2,89,Yes
EMP01276,Sales,60,31917,10,46.1,51,No
EMP01277,Sales,50,92195,15,47.2,72,No
EMP01278,Operations,43,129624,9,38.7,42,No
EMP01279,Finance,59,123228,9,51.8,72,No
EMP01280,HR,24,107483,15,47.3,80,Yes
EMP01281,HR,39,131023,19,30.8,68,No
EMP01282,Finance,29,91269,2,55.5,52,No
EMP01283,HR,29,105713,8,38.3,47,No
EMP01284,IT,28,104144,5,57.3,75,No
EMP01285,IT,49,73466,5,37.8,54,No
EMP01286,HR,52,48699,16,55.9,82,Yes
EMP01287,Sales,30,103059,4,55.1,72,No
EMP01288,IT,45,56188,14,51.8,69,No
EMP01289,Support,57,121254,11,31.6,46,No
EMP01290,Finance,28,31884,5,43.9,53,No
EMP01291,Operations,51,122799,17,37.0,77,Yes
EMP01292,Sales,45,87205,8,34.4,62,No
EMP01293,Marketing,21,62852,14,41.5,64,No
EMP01294,Support,23,37761,17,49.1,98,Yes
EMP01295,Finance,48,105017,20,55.8,90,Yes
EMP01296,Sales,38,130161,3,37.7,46,No
EMP01297,Support,50,126338,7,52.0,69,No
EMP01298,Finance,33,93151,10,50.3,60,No
EMP01299,Sales,56,26386,0,55.0,40,No
EMP01300,IT,27,93847,3,50.6,52,No
EMP01301,HR,39,58016,6,31.0,47,No
EMP01302,IT,24,148011,19,49.7,98,Yes
EMP01303,HR,59,108634,3,51.2,45,No
EMP01304,Operations,59,42027,12,49.7,86,Yes
EMP01305,IT,57,130277,5,56.9,73,No
EMP01306,Operations,37,63609,14,49.8,64,No
EMP01307,Operations,50,145939,8,53.1,76,Yes
EMP01308,Support,41,58729,5,53.4,56,No
EMP01309,Finance,24,75174,12,40.0,50,No
EMP01310,IT,37,48321,14,32.1,74,No
EMP01311,IT,60,76463,5,49.4,47,No
EMP01312,HR,55,125756,13,36.6,67,No
EMP01313,HR,49,118768,8,33.1,36,No
EMP01314,Sales,57,120360,8,53.3,54,No
EMP01315,Operations,30,110572,20,30.0,56,No
EMP01316,Sales,45,59922,4,51.0,72,No
EMP01317,Sales,57,25485,16,51.2,92,Yes
EMP01318,Support,51,82154,12,55.3,88,Yes
EMP01319,Operations,25,95795,7,30.1,59,No
EMP01320,Finance,51,40886,18,46.1,78,Yes
EMP01321,Operations,40,77509,1,49.0,66,No
EMP01322,HR,26,72887,17,55.6,84,Yes
EMP01323,Marketing,50,124674,9,49.4,57,No
EMP01324,HR,23,75353,6,39.0,48,No
EMP01325,Operations,43,88766,2,56.6,59,No
EMP01326,Marketing,33,43342,1,35.8,45,No
EMP01327,Operations,36,89124,12,31.9,57,No
EMP01328,Sales,40,90494,17,58.9,100,Yes
EMP01329,Operations,22,29855,10,31.7,61,No
EMP01330,Operations,23,78150,3,36.4,47,No
EMP01331,IT,54,85079,17,34.5,71,No
EMP01332,Sales,25,29833,4,44.7,37,No
EMP01333,HR,60,31003,7,51.0,54,No
EMP01334,Support,32,107924,1,57.1,70,No
EMP01335,HR,27,84793,19,35.1,76,Yes
EMP01336,IT,27,39965,15,47.8,81,Yes
EMP01337,Support,25,130441,6,42.8,64,No
EMP01338,Marketing,46,67498,3,59.3,68,No
EMP01339,IT,29,67151,6,52.9,67,No
EMP01340,Sales,42,33286,3,38.2,53,No
EMP01341,IT,31,116264,11,46.6,67,No
EMP01342,Operations,58,30334,4,33.0,53,No
EMP01343,HR,60,74300,5,30.5,40,No
EMP01344,Operations,21,25946,5,57.8,74,No
EMP01345,Support,58,141249,9,42.5,70,No
EMP01346,Finance,51,115748,4,36.2,49,No
EMP01347,Marketing,54,84037,13,37.2,53,No
EMP01348,HR,23,103154,5,51.5,65,No
EMP01349,IT,40,70593,13,30.1,48,No
EMP01350,Support,28,94494,3,48.6,66,No
EMP01351,Operations,55,91524,7,43.9,62,No
EMP01352,IT,34,61231,1,35.8,47,No
EMP01353,HR,51,90210,5,34.8,58,No
EMP01354,Finance,24,109523,11,38.6,58,No
EMP01355,HR,42,105847,14,31.3,67,No
EMP01356,Marketing,55,48053,5,53.6,63,No
EMP01357,Marketing,28,34287,7,51.6,68,No
EMP01358,Finance,41,79927,6,52.4,77,No
EMP01359,IT,35,127101,3,39.8,33,No
EMP01360,HR,47,139017,6,41.3,45,No
EMP01361,IT,51,101689,15,31.6,59,No
EMP01362,Finance,34,146620,19,43.6,78,Yes
EMP01363,IT,29,84996,6,49.0,54,No
EMP01364,Finance,42,41673,1,50.8,38,No
EMP01365,Support,29,39563,14,43.8,61,No
EMP01366,Support,42,53816,9,48.1,76,Yes
EMP01367,Support,60,143695,5,47.3,59,No
EMP01368,Support,35,36334,13,55.7,81,Yes
EMP01369,HR,34,102539,15,55.1,78,Yes
EMP01370,Marketing,48,121492,7,37.4,49,No
EMP01371,Marketing,35,141892,18,58.4,100,Yes
EMP01372,Operations,21,79758,1,31.2,33,No
EMP01373,Support,53,29406,13,45.9,71,No
EMP01374,Support,27,84302,15,37.2,69,No
EMP01375,Finance,21,115853,13,58.5,73,No
EMP01376,Sales,39,56334,20,60.0,85,Yes
EMP01377,Marketing,40,46207,14,55.7,91,Yes
EMP01378,Operations,22,84616,14,53.2,93,Yes
EMP01379,Operations,46,49241,11,48.8,77,Yes
EMP01380,Operations,21,137772,20,32.1,85,Yes
EMP01381,Finance,42,94588,1,38.9,49,No
EMP01382,Operations,60,96098,18,53.8,99,Yes
EMP01383,Marketing,26,106324,10,52.1,58,No
EMP01384,Sales,44,141389,1,33.3,31,No
EMP01385,Marketing,60,30357,11,41.0,68,No
EMP01386,IT,25,98499,6,34.2,41,No
EMP01387,Support,55,39884,20,44.4,99,Yes
EMP01388,IT,58,139180,6,52.6,73,No
EMP01389,Finance,41,71230,8,45.1,59,No
EMP01390,Marketing,24,33305,11,40.4,62,No
EMP01391,Operations,54,133732,3,44.1,52,No
EMP01392,Support,55,142892,9,43.6,57,No
EMP01393,IT,25,49687,14,32.6,57,No
EMP01394,Operations,39,35085,3,34.9,28,No
EMP01395,Operations,30,90054,4,56.2,65,No
EMP01396,IT,22,63426,13,59.1,87,Yes
EMP01397,HR,51,70442,13,43.3,74,No
EMP01398,IT,39,49780,2,30.7,44,No
EMP01399,Operations,54,109498,10,42.4,57,No
EMP01400,Support,41,88720,18,50.0,87,Yes
EMP01401,Support,56,83360,14,39.1,56,No
EMP01402,Finance,40,47509,8,36.8,48,No
EMP01403,IT,24,44443,11,38.5,75,Yes
EMP01404,IT,60,146127,5,51.4,55,No
EMP01405,HR,32,135012,4,34.8,30,No
EMP01406,IT,41,100304,4,43.2,47,No
EMP01407,IT,34,98726,1,50.0,48,No
EMP01408,Finance,44,83776,17,59.3,95,Yes
EMP01409,Support,28,145643,0,42.1,42,No
EMP01410,HR,30,149228,14,57.8,74,No
EMP01411,Sales,55,91507,10,49.4,63,No
EMP01412,Marketing,39,148733,18,50.0,96,Yes
EMP01413,HR,49,69392,3,51.9,70,No
EMP01414,Sales,29,113867,17,33.5,52,No
EMP01415,Finance,60,135215,7,43.4,44,No
EMP01416,IT,24,104711,20,35.9,76,Yes
EMP01417,Sales,38,50652,0,32.5,44,No
EMP01418,Marketing,26,92081,12,35.8,54,No
EMP01419,Sales,59,92050,1,57.3,55,No
EMP01420,HR,30,118842,13,41.1,63,No
EMP01421,Support,39,70209,11,39.2,60,No
EMP01422,Operations,56,36481,6,51.8,62,No
EMP01423,Operations,47,130340,14,38.7,76,Yes
EMP01424,Marketing,48,120499,13,34.2,63,No
EMP01425,Marketing,26,43827,6,39.1,63,No
EMP01426,HR,42,33665,18,52.7,75,Yes
EMP01427,Sales,47,108729,8,42.4,60,No
EMP01428,Sales,57,123991,4,36.0,55,No
EMP01429,Finance,39,97596,15,31.3,72,No
EMP01430,IT,58,64834,15,46.8,75,Yes
EMP01431,Operations,22,128706,0,34.6,28,No
EMP01432,Sales,51,41276,20,50.0,84,Yes
EMP01433,Support,32,89472,20,37.3,65,No
EMP01434,Marketing,38,89625,2,48.0,48,No
EMP01435,Operations,51,99130,13,56.1,87,Yes
EMP01436,Marketing,51,115996,3,41.2,55,No
EMP01437,IT,22,135792,8,34.9,36,No
EMP01438,Finance,41,85429,4,40.7,34,No
EMP01439,HR,44,79986,20,57.4,93,Yes
EMP01440,Marketing,39,63228,16,49.2,68,No
EMP01441,Marketing,33,125459,20,35.5,63,No
EMP01442,Support,31,96265,10,56.2,87,Yes
EMP01443,Finance,40,60580,11,32.9,57,No
EMP01444,Support,30,26690,4,45.5,49,No
EMP01445,HR,52,79000,10,57.6,67,No
EMP01446,Support,34,45257,16,36.6,59,No
EMP01447,Marketing,56,105403,16,55.4,94,Yes
EMP01448,Support,28,79702,14,57.5,73,No
EMP01449,Operations,29,146033,0,44.4,38,No
EMP01450,Marketing,44,43220,14,56.7,88,Yes
EMP01451,HR,42,47571,9,30.9,59,No
EMP01452,IT,35,41870,4,50.6,52,No
EMP01453,Support,34,42067,2,42.7,55,No
EMP01454,Sales,28,35188,0,53.2,62,No
EMP01455,Marketing,23,50736,3,31.0,43,No
EMP01456,HR,58,32768,15,33.6,56,No
EMP01457,HR,25,64537,0,52.6,62,No
EMP01458,Operations,59,51922,18,57.0,83,Yes
EMP01459,Finance,43,28835,2,34.4,46,No
EMP01460,Support,58,70591,11,34.8,57,No
EMP01461,Support,60,56696,16,47.1,67,No
EMP01462,IT,58,125039,0,45.9,52,No
EMP01463,HR,39,47514,17,30.1,72,No
EMP01464,Finance,34,145648,16,55.5,87,Yes
EMP01465,IT,58,49264,14,50.2,66,No
EMP01466,Sales,43,74756,13,36.4,54,No
EMP01467,Marketing,28,124799,10,33.7,41,No
EMP01468,Operations,29,89987,11,51.1,75,Yes
EMP01469,Finance,23,35780,10,44.8,61,No
EMP01470,Sales,50,103694,9,50.6,79,Yes
EMP01471,Sales,35,97602,13,38.7,76,Yes
EMP01472,Sales,33,137299,2,56.8,70,No
EMP01473,Operations,44,48500,0,60.0,60,No
EMP01474,HR,27,76952,14,45.7,79,Yes
EMP01475,HR,28,43791,12,42.0,69,No
EMP01476,IT,31,33481,11,59.3,76,Yes
EMP01477,Sales,59,135628,12,33.7,68,No
EMP01478,Support,52,61505,18,47.8,92,Yes
EMP01479,Sales,46,71674,15,50.0,95,Yes
EMP01480,HR,52,92032,8,34.4,49,No
EMP01481,IT,28,57858,15,44.9,79,Yes
EMP01482,Operations,22,38055,1,54.9,56,No
EMP01483,IT,22,48474,12,48.1,67,No
EMP01484,Operations,40,106522,19,32.9,57,No
EMP01485,Finance,54,125607,15,53.8,74,No
EMP01486,Support,52,89258,16,37.8,64,No
EMP01487,Sales,55,96646,0,58.6,44,No
EMP01488,Sales,28,75283,14,39.4,64,No
EMP01489,Support,50,29716,1,35.3,43,No
EMP01490,Finance,40,140959,5,44.7,43,No
EMP01491,Operations,45,88891,3,47.1,53,No
EMP01492,Marketing,56,114833,17,47.2,81,Yes
EMP01493,Marketing,31,91412,1,41.7,43,No
EMP01494,Finance,45,105863,11,53.0,69,No
EMP01495,Finance,24,28689,18,31.4,78,Yes
EMP01496,Operations,43,131109,18,30.8,79,Yes
EMP01497,Sales,42,74882,3,42.8,44,No
EMP01498,Finance,43,32398,7,37.4,56,No
EMP01499,Finance,58,36133,2,56.1,48,No
EMP01500,Operations,31,27583,17,39.8,72,No
EMP01501,HR,48,99455,16,57.0,82,Yes
EMP01502,Marketing,51,102068,0,59.6,56,No
EMP01503,HR,45,67260,18,32.9,68,No
EMP01504,Operations,34,69035,15,45.1,84,Yes
EMP01505,IT,42,46840,19,39.0,75,Yes
EMP01506,IT,52,108288,2,55.2,61,No
EMP01507,Sales,39,59754,1,38.9,43,No
EMP01508,HR,35,106863,2,51.5,58,No
EMP01509,Marketing,58,69150,8,32.0,58,No
EMP01510,Operations,51,80981,6,40.4,39,No
EMP01511,Finance,40,91144,9,43.0,63,No
EMP01512,Sales,33,79304,12,37.5,62,No
EMP01513,Support,56,48671,0,48.8,49,No
EMP01514,Support,32,100608,15,36.4,81,Yes
EMP01515,Support,50,60118,20,46.0,90,Yes
EMP01516,Marketing,48,147504,18,51.8,73,No
EMP01517,Operations,33,72746,14,34.4,51,No
EMP01518,Support,40,135640,13,42.3,80,Yes
EMP01519,Support,25,108090,6,55.4,60,No
EMP01520,IT,39,109678,5,37.7,51,No
EMP01521,IT,46,56258,3,34.5,25,No
EMP01522,Sales,40,85838,15,46.8,74,No
EMP01523,Finance,23,51475,5,38.2,33,No
EMP01524,HR,38,111333,17,35.3,81,Yes
EMP01525,HR,52,127528,0,31.7,44,No
EMP01526,Sales,41,103852,9,56.0,87,Yes
EMP01527,Operations,44,113037,2,41.9,56,No
EMP01528,HR,29,55938,3,47.1,54,No
EMP01529,Marketing,54,112060,18,58.5,100,Yes
EMP01530,Support,37,90070,2,37.1,29,No
EMP01531,Operations,41,68160,18,52.1,98,Yes
EMP01532,IT,36,147617,13,36.5,50,No
EMP01533,Marketing,34,60985,14,42.3,82,Yes
EMP01534,HR,24,89272,17,41.2,90,Yes
EMP01535,Finance,41,96531,13,44.2,62,No
EMP01536,Finance,30,72578,15,51.5,92,Yes
EMP01537,Operations,22,109593,19,31.0,77,Yes
EMP01538,Finance,24,115529,7,37.6,48,No
EMP01539,Support,44,143378,3,46.0,44,No
EMP01540,Finance,49,75917,0,57.3,54,No
EMP01541,IT,40,36829,7,38.9,64,No
EMP01542,Operations,49,107752,10,56.4,85,Yes
EMP01543,Support,47,128457,1,38.2,27,No
EMP01544,Operations,52,86746,13,57.8,78,Yes
EMP01545,Finance,48,139918,3,54.7,67,No
EMP01546,Support,53,33698,11,42.6,72,No
EMP01547,Support,56,121703,10,43.6,48,No
EMP01548,Support,24,109066,20,35.5,74,No
EMP01549,Finance,29,25403,12,36.0,54,No
EMP01550,Operations,57,35778,3,34.7,41,No
EMP01551,Finance,29,136012,19,50.6,98,Yes
EMP01552,Marketing,49,87700,4,37.8,51,No
EMP01553,Finance,41,129795,9,36.0,52,No
EMP01554,Marketing,32,76576,12,58.3,95,Yes
EMP01555,Marketing,35,27717,0,57.7,62,No
EMP01556,Finance,35,143861,2,59.2,54,No
EMP01557,Finance,31,31525,12,48.5,76,Yes
EMP01558,HR,30,36673,11,35.1,60,No
EMP01559,Sales,21,119186,16,43.1,89,Yes
EMP01560,Support,52,40533,7,51.4,56,No
EMP01561,Support,38,62743,15,41.5,69,No
EMP01562,Operations,34,103654,6,59.9,65,No
EMP01563,HR,33,79831,5,42.3,41,No
EMP01564,IT,39,59314,7,48.5,76,No
EMP01565,Sales,44,101402,20,43.7,68,No
EMP01566,Operations,29,139221,10,59.2,76,Yes
EMP01567,Marketing,34,118498,12,51.3,83,Yes
EMP01568,Finance,37,34575,3,46.7,38,No
EMP01569,Operations,36,86726,11,59.9,96,Yes
EMP01570,Marketing,59,118004,1,30.2,33,No
EMP01571,Marketing,45,64650,12,50.1,63,No
EMP01572,Sales,23,101085,5,37.8,48,No
EMP01573,Operations,42,140067,14,34.0,57,No
EMP01574,HR,54,81744,4,37.8,40,No
EMP01575,Sales,29,90432,8,52.4,82,Yes
EMP01576,Finance,39,143330,8,48.4,73,No
EMP01577,Operations,54,66026,13,56.8,77,Yes
EMP01578,Operations,52,125096,4,46.7,68,No
EMP01579,IT,49,31975,6,34.5,38,No
EMP01580,Sales,23,86636,8,34.9,49,No
EMP01581,Operations,28,142332,15,31.2,57,No
EMP01582,Operations,56,88596,14,44.8,84,Yes
EMP01583,Finance,30,41207,11,32.8,66,No
EMP01584,Finance,32,134439,5,52.5,73,No
EMP01585,Marketing,57,141771,18,36.4,57,No
EMP01586,Support,57,48667,13,57.6,75,Yes
EMP01587,Finance,52,113723,3,56.6,47,No
EMP01588,HR,28,76664,11,47.7,84,Yes
EMP01589,Operations,41,45155,0,32.4,43,No
EMP01590,Operations,51,84513,20,58.7,100,Yes
EMP01591,Sales,21,68178,1,49.7,66,No
EMP01592,HR,41,149180,18,33.9,81,Yes
EMP01593,Marketing,39,67358,1,52.3,56,No
EMP01594,Support,45,37130,12,37.7,53,No
EMP01595,Sales,46,36690,0,55.6,45,No
EMP01596,IT,46,62347,20,52.6,97,Yes
EMP01597,Support,28,64131,15,54.0,92,Yes
EMP01598,HR,40,143454,19,33.9,77,Yes
EMP01599,Sales,44,92194,6,44.7,69,No
EMP01600,Support,51,60190,18,48.0,71,No
EMP01601,Operations,48,131298,11,48.4,68,No
EMP01602,Operations,48,37182,1,45.4,46,No
EMP01603,Operations,35,109883,4,57.9,66,No
EMP01604,Support,54,36006,9,44.0,49,No
EMP01605,Finance,51,64373,4,59.5,73,No
EMP01606,Marketing,36,93562,13,38.9,50,No
EMP01607,Sales,25,145232,1,45.4,48,No
EMP01608,Support,47,37384,14,49.8,80,Yes
EMP01609,Marketing,37,71590,8,47.6,72,No
EMP01610,Support,22,39933,14,35.4,53,No
EMP01611,Finance,46,30932,2,42.5,53,No
EMP01612,Marketing,41,101966,14,52.7,79,Yes
EMP01613,Operations,37,69739,5,36.3,33,No
EMP01614,HR,59,58989,3,43.0,34,No
EMP01615,Sales,46,40293,0,35.2,35,No
EMP01616,Marketing,46,138872,19,51.8,83,Yes
EMP01617,IT,60,72281,12,54.1,65,No
EMP01618,Operations,29,26818,6,33.4,30,No
EMP01619,IT,33,137592,0,36.3,41,No
EMP01620,IT,36,82119,20,55.7,97,Yes
EMP01621,HR,26,64441,14,34.4,60,No
EMP01622,Sales,28,46771,4,52.2,59,No
EMP01623,Finance,51,27572,14,47.6,66,No
EMP01624,HR,57,133717,12,31.5,40,No
EMP01625,Operations,48,79484,15,52.1,86,Yes
EMP01626,Marketing,56,63112,1,44.6,46,No
EMP01627,Support,58,119976,19,58.1,100,Yes
EMP01628,Marketing,52,55396,1,45.8,45,No
EMP01629,Sales,41,97516,2,38.0,47,No
EMP01630,Finance,51,40327,15,48.7,83,Yes
EMP01631,Operations,49,116424,13,30.6,50,No
EMP01632,IT,33,86504,11,43.1,66,No
EMP01633,Support,58,144153,10,57.7,89,Yes
EMP01634,Sales,50,42191,9,51.7,66,No
EMP01635,IT,44,129329,15,54.0,96,Yes
EMP01636,Operations,60,52159,9,50.7,55,No
EMP01637,Sales,51,41920,5,36.0,50,No
EMP01638,Finance,27,129003,13,58.3,84,Yes
EMP01639,Finance,36,52450,17,31.4,50,No
EMP01640,Marketing,37,71798,5,35.2,57,No
EMP01641,Marketing,23,130750,2,40.1,32,No
EMP01642,Finance,35,40818,17,36.7,63,No
EMP01643,Finance,43,125843,1,53.1,57,No
EMP01644,Operations,30,136857,16,48.1,68,No
EMP01645,Support,24,146455,14,54.0,97,Yes
EMP01646,HR,28,38879,19,48.3,98,Yes
EMP01647,HR,56,30501,16,33.2,70,No
EMP01648,Operations,34,144404,11,34.7,50,No
EMP01649,HR,49,124872,16,45.0,89,Yes
EMP01650,HR,30,109815,11,40.0,51,No
EMP01651,IT,33,82554,13,53.1,64,No
